SME_ID,Industry,Emirate,Business_Age,Monthly_Revenue,Revenue_Growth,Revenue_Volatility,Transaction_Volume,Receivable_Days,Payable_Days,Cash_Buffer,Financing_Requirement,Repayment_Behaviour
SME0588,Logistics,Abu Dhabi,15.8,563777,0.116,0.2,1207,80,13,28,850484,Fair
SME0589,E-commerce,Dubai,25.0,170334,0.134,0.385,626,25,5,25,152338,Good
SME0590,Retail,Dubai,5.8,161624,0.189,0.223,409,62,80,37,150667,Excellent
SME0591,Trading,Dubai,6.3,299313,-0.047,0.444,496,43,25,9,361034,Poor
SME0592,F&B,Dubai,4.5,31858,-0.216,0.11,62,28,28,19,37612,Poor
SME0593,Logistics,Fujairah,5.8,245215,0.437,0.416,569,27,48,24,295032,Good
SME0594,Healthcare,Dubai,2.3,70148,0.628,0.287,151,46,33,31,133695,Good
SME0595,Retail,Ajman,4.4,143015,0.178,0.02,275,38,21,33,178981,Fair
SME0596,E-commerce,Sharjah,2.6,103406,-0.211,0.264,191,12,22,37,99137,Poor
SME0597,Manufacturing,Dubai,4.0,283979,-0.09,0.162,741,21,12,16,241490,Good
SME0598,Healthcare,Dubai,2.8,144742,0.192,0.228,228,47,37,5,136869,Excellent
SME0599,Hospitality,Ajman,7.1,18000,0.375,0.105,30,17,37,21,16880,Fair
SME0600,Healthcare,Dubai,7.7,152418,-0.187,0.406,287,67,28,23,191551,Excellent
SME0601,F&B,Ras Al Khaimah,6.2,160061,0.053,0.507,459,14,25,5,185171,Fair
SME0602,Professional Services,Dubai,3.0,143441,0.123,0.115,438,33,38,15,149714,Good
SME0603,Trading,Sharjah,1.7,139983,0.27,0.328,341,57,12,29,131473,Good
SME0604,Manufacturing,Ajman,7.7,748979,0.004,0.209,1638,20,34,17,491147,Excellent
SME0605,Hospitality,Dubai,5.0,149262,-0.264,0.149,628,16,67,28,129920,Good
SME0606,Professional Services,Dubai,0.9,142438,0.217,0.244,280,51,17,17,221231,Good
SME0607,Trading,Fujairah,5.5,371124,0.327,0.234,614,63,23,39,461445,Good
SME0608,Retail,Dubai,6.3,148480,0.062,0.177,286,35,57,11,167863,Excellent
SME0609,Manufacturing,Abu Dhabi,1.2,86449,0.169,0.42,234,30,28,25,94305,Excellent
SME0610,F&B,Abu Dhabi,7.1,18000,-0.024,0.245,51,13,45,26,18098,Fair
SME0611,Construction,Dubai,1.4,116361,-0.106,0.345,239,41,35,46,122024,Good
SME0612,Healthcare,Sharjah,2.7,249977,0.306,0.264,579,10,37,20,229384,Fair
SME0613,Hospitality,Sharjah,1.4,84852,0.165,0.137,169,81,17,71,106329,Good
SME0614,Hospitality,Dubai,2.5,226340,0.188,0.299,433,36,16,69,258834,Fair
SME0615,E-commerce,Ajman,1.8,142369,0.41,0.215,245,21,41,12,233428,Good
SME0616,Manufacturing,Dubai,9.7,554313,-0.152,0.474,1765,26,9,25,514729,Excellent
SME0617,Manufacturing,Dubai,4.2,144306,-0.041,0.367,303,43,24,8,119314,Excellent
SME0618,Logistics,Abu Dhabi,3.5,211047,0.115,0.578,519,29,38,35,211740,Excellent
SME0619,Retail,Umm Al Quwain,10.3,167712,-0.044,0.493,383,39,23,17,179502,Fair
SME0620,Retail,Dubai,9.9,390960,0.252,0.149,706,19,25,27,366015,Fair
SME0621,Professional Services,Dubai,3.7,23017,0.039,0.118,41,72,46,21,34119,Fair
SME0622,F&B,Abu Dhabi,6.1,62808,-0.138,0.058,102,27,61,120,27861,Fair
SME0623,Hospitality,Ajman,3.2,235633,0.094,0.129,470,8,99,23,262430,Fair
SME0624,F&B,Dubai,4.6,345067,0.117,0.26,790,31,58,21,340601,Poor
SME0625,Hospitality,Dubai,2.0,140484,0.286,0.24,335,24,20,48,104525,Fair
SME0626,F&B,Sharjah,6.7,72307,0.166,0.088,299,70,15,53,85175,Excellent
SME0627,Professional Services,Dubai,10.5,186874,0.181,0.247,306,21,20,30,204021,Excellent
SME0628,Retail,Dubai,9.4,228296,0.15,0.265,555,29,38,54,259950,Good
SME0629,Construction,Dubai,5.2,128578,0.039,0.231,252,44,22,109,90911,Fair
SME0630,Professional Services,Dubai,0.8,130014,-0.078,0.125,245,55,17,20,102188,Good
SME0631,Trading,Abu Dhabi,3.0,416616,0.144,0.435,1386,84,65,9,711183,Good
SME0632,Professional Services,Ras Al Khaimah,4.6,489691,0.007,0.205,1444,22,21,33,426775,Fair
SME0633,Retail,Sharjah,1.5,205092,0.452,0.191,323,78,36,50,261041,Good
SME0634,Logistics,Sharjah,1.3,147249,0.375,0.103,304,68,36,67,235156,Good
SME0635,Retail,Umm Al Quwain,12.4,104197,0.219,0.598,274,24,6,38,83311,Fair
SME0636,Retail,Dubai,8.6,175218,0.163,0.286,403,22,63,26,135039,Good
SME0637,Manufacturing,Dubai,7.1,168099,0.061,0.14,290,49,12,14,187390,Good
SME0638,Manufacturing,Fujairah,8.0,217907,-0.197,0.235,388,38,9,58,190878,Good
SME0639,Professional Services,Dubai,1.8,39952,0.032,0.293,146,49,20,31,40213,Good
SME0640,Trading,Sharjah,2.4,459995,0.102,0.217,712,32,15,5,626814,Good
SME0641,Manufacturing,Sharjah,5.8,70366,0.13,0.321,124,41,57,87,51091,Excellent
SME0642,Professional Services,Dubai,6.2,68006,0.183,0.119,158,36,32,10,102326,Good
SME0643,Retail,Abu Dhabi,1.5,118534,0.283,0.159,386,49,18,51,98541,Fair
SME0644,E-commerce,Dubai,5.5,681534,-0.072,0.282,1182,22,8,30,443087,Excellent
SME0645,Healthcare,Dubai,4.7,91404,-0.07,0.458,180,42,35,6,76324,Good
SME0646,Trading,Abu Dhabi,9.2,86713,0.399,0.152,315,83,23,24,100185,Good
SME0647,Retail,Dubai,6.2,68310,0.25,0.262,162,80,38,20,92175,Good
SME0648,Construction,Ajman,13.4,715020,-0.006,0.333,867,45,33,7,906422,Good
SME0649,Manufacturing,Ras Al Khaimah,3.8,18000,0.056,0.228,40,21,15,35,18756,Good
SME0650,Retail,Ajman,1.9,46522,0.057,0.09,129,105,41,46,65985,Good
SME0651,F&B,Dubai,13.1,945129,0.087,0.67,2873,49,11,25,716241,Fair
SME0652,Trading,Dubai,6.4,252388,0.184,0.113,381,99,22,20,439658,Good
SME0653,Manufacturing,Dubai,4.7,72442,0.638,0.255,131,50,24,37,106645,Poor
SME0654,E-commerce,Dubai,2.5,121071,0.122,0.13,196,6,26,1,136973,Good
SME0655,Trading,Fujairah,3.8,161750,0.226,0.207,337,104,10,18,275796,Fair
SME0656,Logistics,Dubai,3.6,291143,-0.291,0.218,485,63,55,19,253865,Good
SME0657,Trading,Dubai,1.8,729452,-0.027,0.105,2095,40,15,25,698092,Fair
SME0658,Logistics,Ajman,0.6,197330,0.35,0.091,420,11,7,7,301257,Fair
SME0659,Healthcare,Dubai,3.6,82744,0.169,0.157,171,67,33,4,93722,Good
SME0660,F&B,Dubai,8.1,181045,-0.35,0.205,294,50,79,11,214367,Good
SME0661,E-commerce,Dubai,11.1,69303,0.228,0.394,142,121,6,35,134339,Poor
SME0662,Trading,Abu Dhabi,9.4,63458,0.502,0.122,169,94,13,19,99817,Poor
SME0663,E-commerce,Ajman,9.8,28109,-0.35,0.191,61,98,47,11,33532,Poor
SME0664,Retail,Dubai,2.0,28844,0.414,0.171,116,45,27,78,32920,Excellent
SME0665,Logistics,Ras Al Khaimah,5.9,66197,-0.35,0.238,386,44,10,20,77389,Excellent
SME0666,Manufacturing,Ras Al Khaimah,7.1,68153,0.286,0.413,124,50,24,26,83382,Good
SME0667,Professional Services,Ajman,7.4,128142,0.078,0.309,316,26,68,58,105849,Fair
SME0668,Hospitality,Dubai,4.6,41328,-0.35,0.174,99,40,59,28,32272,Excellent
SME0669,Logistics,Dubai,5.4,18000,0.178,0.343,33,36,110,37,24591,Good
SME0670,F&B,Ras Al Khaimah,9.2,38183,0.333,0.075,62,77,42,13,70456,Good
SME0671,Retail,Dubai,6.9,73051,0.16,0.168,142,86,19,27,101966,Excellent
SME0672,Construction,Abu Dhabi,7.8,104336,0.209,0.321,153,58,46,72,141287,Fair
SME0673,Hospitality,Sharjah,3.4,416810,-0.011,0.297,817,23,16,34,386112,Excellent
SME0674,Manufacturing,Dubai,7.5,110097,-0.33,0.168,226,108,25,30,176359,Fair
SME0675,Healthcare,Ajman,5.4,276816,0.232,0.162,578,66,16,21,289629,Good
SME0676,F&B,Fujairah,8.6,91249,0.465,0.071,309,48,42,8,114410,Good
SME0677,Trading,Sharjah,2.8,147342,0.329,0.244,261,55,40,54,223183,Good
SME0678,F&B,Abu Dhabi,8.2,45588,-0.35,0.091,291,15,18,24,36106,Good
SME0679,Retail,Ras Al Khaimah,3.8,103781,-0.253,0.12,273,36,53,15,92555,Good
SME0680,Logistics,Abu Dhabi,8.2,74016,-0.106,0.248,163,81,63,8,103124,Fair
SME0681,Retail,Sharjah,5.9,126061,-0.27,0.559,355,15,19,31,109516,Good
SME0682,E-commerce,Ajman,5.1,102637,0.09,0.278,259,14,35,10,89958,Excellent
SME0683,Retail,Sharjah,4.0,48877,0.167,0.234,73,67,65,54,51890,Fair
SME0684,F&B,Dubai,4.7,215473,-0.235,0.049,370,53,33,15,213433,Excellent
SME0685,Healthcare,Dubai,3.6,188177,0.251,0.168,512,15,22,27,155335,Good
SME0686,Logistics,Dubai,3.9,96907,0.212,0.601,246,34,26,33,88888,Good
SME0687,F&B,Abu Dhabi,6.8,104941,-0.041,0.212,354,48,19,31,103457,Good
SME0688,Hospitality,Abu Dhabi,1.1,106675,0.042,0.382,200,45,54,46,116508,Excellent
SME0689,Professional Services,Abu Dhabi,8.1,46966,-0.349,0.245,112,50,50,17,45858,Excellent
SME0690,Construction,Dubai,8.2,185336,0.007,0.279,866,32,89,26,157349,Excellent
SME0691,E-commerce,Ajman,4.1,74006,0.082,0.384,160,46,16,38,81317,Good
SME0692,Trading,Ras Al Khaimah,5.5,68410,0.117,0.351,136,58,18,68,53624,Good
SME0693,E-commerce,Dubai,2.3,31584,0.163,0.022,56,55,9,44,32461,Fair
SME0694,Logistics,Sharjah,6.5,104563,0.134,0.024,237,33,38,50,82007,Excellent
SME0695,Trading,Sharjah,2.5,247310,0.022,0.166,610,61,12,20,293859,Excellent
SME0696,Construction,Abu Dhabi,0.5,96717,0.143,0.475,141,21,86,34,71395,Fair
SME0697,Manufacturing,Dubai,10.8,1580467,0.3,0.292,3506,26,15,61,1587358,Good
SME0698,Healthcare,Ajman,2.1,277938,0.059,0.255,518,67,6,25,333675,Fair
SME0699,Healthcare,Fujairah,4.7,396726,0.15,0.168,1030,60,11,34,550378,Excellent
SME0700,Logistics,Sharjah,5.7,278820,0.039,0.135,523,35,33,6,326921,Excellent
SME0701,E-commerce,Ras Al Khaimah,6.8,606038,-0.062,0.088,2201,26,26,41,629805,Good
SME0702,Logistics,Umm Al Quwain,5.0,72650,0.195,0.629,184,28,15,30,85393,Good
SME0703,Retail,Dubai,6.0,18000,-0.042,0.175,59,57,25,39,16000,Good
SME0704,Trading,Abu Dhabi,4.0,104534,0.165,0.11,277,51,18,20,103471,Excellent
SME0705,E-commerce,Abu Dhabi,1.3,201642,0.086,0.183,336,25,38,5,153116,Excellent
SME0706,Construction,Umm Al Quwain,4.8,198549,0.013,0.428,527,60,12,42,170866,Fair
SME0707,Professional Services,Dubai,7.4,124094,0.008,0.378,231,34,30,15,93629,Good
SME0708,Professional Services,Dubai,2.2,301768,-0.032,0.49,477,22,31,7,258443,Fair
SME0709,F&B,Ras Al Khaimah,5.7,128313,-0.282,0.172,287,30,26,29,127395,Good
SME0710,F&B,Dubai,15.1,182875,0.164,0.345,321,42,35,73,191057,Good
SME0711,Hospitality,Ajman,4.6,51542,0.131,0.155,100,59,25,13,55627,Excellent
SME0712,Manufacturing,Dubai,4.8,73097,0.267,0.295,158,57,42,15,97434,Poor
SME0713,Professional Services,Umm Al Quwain,1.2,387177,-0.037,0.073,717,38,26,43,279971,Excellent
SME0714,Trading,Ras Al Khaimah,2.0,166415,0.497,0.335,248,45,55,22,244268,Excellent
SME0715,Professional Services,Dubai,2.5,57809,-0.004,0.624,155,36,30,42,50325,Fair
SME0716,E-commerce,Sharjah,7.2,73982,-0.113,0.145,221,25,53,21,58075,Excellent
SME0717,Construction,Dubai,2.3,100534,-0.139,0.077,307,39,18,18,83418,Good
SME0718,Retail,Abu Dhabi,0.8,59718,-0.301,0.684,105,11,13,13,65678,Excellent
SME0719,Healthcare,Sharjah,6.4,43987,0.417,0.39,75,87,42,32,69778,Fair
SME0720,Hospitality,Ajman,2.7,31998,0.382,0.269,83,45,26,13,46051,Good
SME0721,Construction,Dubai,1.2,147894,0.212,0.493,764,52,4,18,128977,Fair
SME0722,F&B,Dubai,7.8,56022,-0.117,0.411,152,26,16,53,35177,Fair
SME0723,Retail,Sharjah,3.7,279592,0.478,0.168,542,44,33,94,299490,Good
SME0724,Hospitality,Abu Dhabi,6.8,146958,0.003,0.099,332,49,25,35,179933,Excellent
SME0725,Retail,Abu Dhabi,1.2,136697,0.021,0.412,290,35,15,55,91582,Fair
SME0726,Retail,Dubai,0.5,58009,0.396,0.104,150,36,26,19,68321,Fair
SME0727,E-commerce,Dubai,5.3,113197,0.225,0.133,198,17,29,21,156877,Fair
SME0728,Retail,Ras Al Khaimah,1.9,148279,0.564,0.539,302,103,7,30,260732,Excellent
SME0729,F&B,Dubai,5.3,170459,0.135,0.12,328,26,52,15,159389,Fair
SME0730,Construction,Dubai,5.4,161167,-0.007,0.23,344,28,59,18,159687,Fair
SME0731,Logistics,Fujairah,4.9,354910,-0.055,0.508,692,90,16,41,399539,Poor
SME0732,Retail,Dubai,9.7,109841,-0.326,0.049,217,53,78,26,140955,Excellent
SME0733,Retail,Sharjah,23.3,214040,0.019,0.476,632,59,25,23,171004,Fair
SME0734,Logistics,Dubai,6.3,93526,0.332,0.049,189,16,17,22,128071,Fair
SME0735,Retail,Ras Al Khaimah,15.0,23372,0.212,0.173,43,44,17,11,24844,Fair
SME0736,Manufacturing,Sharjah,3.7,232986,0.084,0.078,396,16,75,29,248123,Fair
SME0737,E-commerce,Ras Al Khaimah,1.6,232417,-0.139,0.22,465,23,12,15,253982,Fair
SME0738,Logistics,Dubai,2.9,231286,0.13,0.211,692,111,30,6,415790,Good
SME0739,F&B,Abu Dhabi,3.9,132766,0.303,0.079,376,21,32,10,195502,Excellent
SME0740,F&B,Sharjah,15.8,68953,0.175,0.265,173,58,42,23,94490,Good
SME0741,Retail,Dubai,5.1,54955,0.117,0.093,116,22,28,39,39830,Fair
SME0742,Retail,Dubai,9.9,174376,-0.095,0.3,401,24,72,46,101064,Excellent
SME0743,Trading,Dubai,3.5,219466,0.271,0.122,696,148,80,8,355919,Good
SME0744,Retail,Fujairah,3.2,67727,-0.35,0.288,215,38,62,36,60598,Poor
SME0745,F&B,Sharjah,1.1,238111,0.164,0.066,1202,15,34,76,167080,Poor
SME0746,F&B,Abu Dhabi,15.5,43785,0.645,0.218,579,59,47,47,79339,Fair
SME0747,Logistics,Sharjah,12.1,86368,-0.252,0.12,199,78,22,28,109584,Fair
SME0748,F&B,Abu Dhabi,5.7,372668,0.027,0.162,512,62,53,30,507489,Excellent
SME0749,Professional Services,Abu Dhabi,4.1,205445,0.078,0.278,309,36,18,27,192638,Good
SME0750,Professional Services,Abu Dhabi,5.2,72427,-0.022,0.094,218,37,14,17,81777,Good
SME0751,E-commerce,Sharjah,1.5,160177,0.308,0.026,342,29,14,49,202422,Fair
SME0752,Logistics,Dubai,6.8,161771,0.184,0.022,590,19,38,12,224805,Good
SME0753,E-commerce,Ras Al Khaimah,11.5,18000,0.114,0.209,62,48,66,29,22676,Excellent
SME0754,F&B,Ajman,11.9,42915,0.255,0.376,140,35,70,6,46404,Fair
SME0755,Manufacturing,Dubai,1.2,177621,0.084,0.393,420,16,4,52,102434,Good
SME0756,E-commerce,Abu Dhabi,9.9,92655,0.65,0.421,216,38,49,28,184835,Fair
SME0757,Logistics,Dubai,1.5,174976,0.113,0.167,364,26,13,7,209139,Good
SME0758,Trading,Umm Al Quwain,0.5,398926,0.123,0.609,753,47,98,63,454120,Fair
SME0759,Retail,Ras Al Khaimah,10.1,83008,-0.296,0.487,203,44,10,24,94802,Good
SME0760,F&B,Fujairah,3.3,37740,-0.04,0.481,83,32,7,9,41780,Fair
SME0761,Manufacturing,Dubai,9.2,244447,0.332,0.128,767,39,49,80,297924,Fair
SME0762,Retail,Dubai,8.7,82650,-0.214,0.412,286,41,21,21,100626,Excellent
SME0763,Retail,Dubai,8.0,95544,-0.35,0.268,354,67,20,14,133490,Good
SME0764,Retail,Dubai,5.2,85135,0.087,0.15,161,39,16,30,79678,Poor
SME0765,Trading,Dubai,1.7,1026879,0.382,0.498,2508,29,18,10,975453,Excellent
SME0766,Retail,Dubai,3.9,18000,0.089,0.088,80,34,51,17,13483,Fair
SME0767,E-commerce,Umm Al Quwain,12.0,90190,0.006,0.089,204,98,14,59,96466,Excellent
SME0768,Retail,Dubai,9.4,108756,-0.329,0.311,362,22,24,21,114529,Fair
SME0769,Retail,Dubai,4.1,56164,0.179,0.117,87,35,13,35,71967,Excellent
SME0770,Healthcare,Ajman,4.0,281299,0.225,0.164,739,35,29,60,268099,Good
SME0771,E-commerce,Abu Dhabi,7.5,250454,-0.312,0.158,471,36,20,21,208297,Good
SME0772,Construction,Sharjah,5.5,167613,0.33,0.351,289,12,36,13,198347,Excellent
SME0773,Healthcare,Abu Dhabi,4.2,104011,0.248,0.551,310,18,39,39,128572,Good
SME0774,Professional Services,Ras Al Khaimah,7.1,89275,0.329,0.3,194,34,67,8,125763,Fair
SME0775,Retail,Abu Dhabi,6.9,99801,0.208,0.228,193,28,95,12,89263,Fair
SME0776,Trading,Abu Dhabi,3.0,142894,0.224,0.213,308,47,17,7,166010,Poor
SME0777,Healthcare,Sharjah,6.2,111583,0.195,0.217,226,72,42,58,134559,Fair
SME0778,E-commerce,Abu Dhabi,6.6,155491,0.271,0.291,535,49,19,27,198287,Good
SME0779,Professional Services,Dubai,4.9,186255,-0.32,0.059,361,42,39,40,201241,Good
SME0780,Trading,Abu Dhabi,2.7,53678,-0.25,0.172,137,51,38,13,70710,Poor
SME0781,E-commerce,Dubai,3.8,51364,-0.082,0.105,104,45,37,34,36649,Good
SME0782,Trading,Ajman,2.3,34552,0.051,0.181,62,39,44,35,27552,Good
SME0783,F&B,Dubai,6.4,193672,0.165,0.285,365,65,30,80,185111,Fair
SME0784,Healthcare,Dubai,1.2,161959,0.151,0.264,329,3,21,38,123443,Poor
SME0785,Hospitality,Dubai,12.8,176005,0.326,0.509,334,33,29,46,191579,Good
SME0786,Logistics,Ajman,11.1,42078,0.333,0.365,79,18,90,28,35182,Excellent
SME0787,Professional Services,Dubai,6.7,447685,-0.112,0.028,711,28,18,2,323463,Good
SME0788,Logistics,Sharjah,9.0,84528,0.132,0.287,190,26,22,32,99933,Fair
SME0789,Professional Services,Ras Al Khaimah,8.6,113280,-0.107,0.45,241,113,16,22,113003,Good
SME0790,Healthcare,Dubai,5.5,270641,0.039,0.334,482,74,6,22,375150,Fair
SME0791,E-commerce,Sharjah,4.3,54221,0.151,0.4,139,43,26,18,54409,Good
SME0792,F&B,Dubai,4.0,58285,-0.35,0.33,201,26,40,22,46055,Good
SME0793,Logistics,Dubai,13.1,165158,0.61,0.409,324,65,14,15,213131,Good
SME0794,Retail,Sharjah,2.6,1237807,0.205,0.277,2911,42,61,43,954345,Good
SME0795,Retail,Ras Al Khaimah,2.7,140921,-0.051,0.27,462,33,36,11,124458,Fair
SME0796,Logistics,Dubai,9.5,555582,0.504,0.346,1089,42,51,73,845123,Excellent
SME0797,Retail,Abu Dhabi,8.9,304012,0.004,0.161,489,34,33,40,330022,Fair
SME0798,E-commerce,Dubai,4.1,171540,0.109,0.131,674,51,24,51,127579,Good
SME0799,Manufacturing,Abu Dhabi,7.2,80002,-0.027,0.247,140,17,21,12,50966,Poor
SME0800,Manufacturing,Abu Dhabi,7.9,456534,0.443,0.181,3137,51,33,17,530238,Fair
SME0801,Manufacturing,Abu Dhabi,1.6,51908,0.057,0.417,129,34,34,27,58227,Excellent
SME0802,Logistics,Abu Dhabi,11.6,552997,0.113,0.549,824,66,19,26,536456,Poor
SME0803,Trading,Dubai,7.9,181041,0.345,0.109,441,75,24,40,211668,Good
SME0804,Healthcare,Sharjah,6.8,18000,0.209,0.034,39,84,80,26,30154,Good
SME0805,Retail,Sharjah,7.9,81680,0.068,0.111,151,130,29,76,125560,Poor
SME0806,Retail,Sharjah,6.3,190205,0.324,0.148,779,118,31,12,353332,Poor
SME0807,Manufacturing,Dubai,4.7,151624,0.638,0.511,331,83,69,10,221447,Fair
SME0808,E-commerce,Abu Dhabi,5.5,230387,0.15,0.437,503,64,35,16,265861,Poor
SME0809,F&B,Dubai,1.5,45024,0.106,0.095,67,19,27,22,36436,Good
SME0810,Hospitality,Dubai,16.4,37749,0.118,0.395,125,7,50,54,33124,Excellent
SME0811,Retail,Dubai,4.6,102670,0.368,0.164,254,69,43,33,169574,Excellent
SME0812,Retail,Abu Dhabi,16.2,112065,-0.052,0.155,331,23,32,2,83858,Good
SME0813,Hospitality,Sharjah,5.6,85192,0.019,0.148,261,150,34,2,166840,Good
SME0814,Construction,Dubai,3.2,495440,-0.258,0.495,846,14,22,23,402503,Good
SME0815,Retail,Ajman,11.4,52962,-0.18,0.182,117,63,12,18,67629,Good
SME0816,Trading,Abu Dhabi,6.6,199319,-0.034,0.207,520,45,40,24,142202,Excellent
SME0817,Trading,Sharjah,20.2,161821,0.068,0.386,417,15,8,22,134258,Good
SME0818,Construction,Abu Dhabi,3.1,46481,0.469,0.078,122,44,12,69,41417,Fair
SME0819,Healthcare,Abu Dhabi,11.7,42665,0.198,0.123,109,25,24,48,47385,Excellent
SME0820,E-commerce,Abu Dhabi,12.1,126739,-0.121,0.061,425,38,22,17,91788,Fair
SME0821,Retail,Fujairah,8.3,587728,-0.08,0.135,1403,38,42,25,498143,Fair
SME0822,Healthcare,Abu Dhabi,12.2,214208,0.382,0.072,526,25,49,20,316843,Good
SME0823,Logistics,Abu Dhabi,4.7,32715,0.328,0.237,91,32,87,4,49127,Fair
SME0824,Manufacturing,Abu Dhabi,2.6,18000,0.086,0.208,38,24,7,18,19145,Poor
SME0825,Professional Services,Sharjah,3.4,183090,-0.017,0.118,382,11,37,18,170739,Excellent
SME0826,Retail,Dubai,5.3,100531,0.327,0.042,262,42,36,15,143896,Fair
SME0827,Healthcare,Abu Dhabi,8.6,345379,-0.139,0.104,798,82,33,17,442037,Excellent
SME0828,E-commerce,Abu Dhabi,2.8,59347,0.166,0.427,84,25,40,21,56809,Good
SME0829,Trading,Fujairah,4.0,205696,0.58,0.202,292,105,45,35,263208,Good
SME0830,E-commerce,Abu Dhabi,2.9,257560,0.125,0.405,796,118,62,16,367276,Fair
SME0831,Healthcare,Abu Dhabi,9.6,89499,-0.091,0.215,263,30,34,59,50299,Fair
SME0832,Construction,Fujairah,16.2,121520,0.17,0.323,376,35,73,12,135679,Fair
SME0833,F&B,Abu Dhabi,2.3,94746,-0.023,0.14,164,31,34,52,74515,Fair
SME0834,Manufacturing,Dubai,7.5,294167,-0.227,0.303,731,19,20,31,195894,Good
SME0835,Manufacturing,Dubai,10.4,183220,0.234,0.048,383,35,32,9,259733,Excellent
SME0836,Construction,Dubai,4.4,399473,0.326,0.428,579,33,15,20,560240,Excellent
SME0837,Professional Services,Dubai,1.6,66303,0.012,0.323,148,42,16,71,54730,Good
SME0838,Hospitality,Abu Dhabi,11.3,37036,-0.003,0.34,69,43,25,12,47030,Fair
SME0839,F&B,Sharjah,1.5,497778,-0.132,0.107,971,18,23,72,289363,Excellent
SME0840,Construction,Sharjah,13.5,104408,0.047,0.308,275,56,61,36,92128,Good
SME0841,Retail,Dubai,2.9,67294,-0.044,0.206,117,35,25,32,48952,Excellent
SME0842,Professional Services,Abu Dhabi,1.3,92847,-0.142,0.129,267,20,13,34,78022,Good
SME0843,Construction,Dubai,3.6,184814,0.496,0.284,303,34,28,20,215879,Good
SME0844,F&B,Fujairah,5.0,66756,0.183,0.103,176,44,34,12,97314,Excellent
SME0845,Retail,Dubai,5.8,107493,0.206,0.197,274,91,30,26,131773,Excellent
SME0846,Trading,Abu Dhabi,7.9,147661,0.274,0.034,462,83,13,32,204715,Good
SME0847,F&B,Dubai,6.2,107589,0.25,0.429,317,29,65,37,119650,Good
SME0848,Manufacturing,Sharjah,15.3,25003,-0.011,0.223,63,36,7,36,19636,Poor
SME0849,Retail,Dubai,4.9,539687,0.14,0.188,3411,23,30,42,579008,Excellent
SME0850,Hospitality,Sharjah,6.4,101073,0.021,0.294,240,48,13,90,86035,Good
SME0851,E-commerce,Dubai,6.1,205518,0.176,0.4,528,30,52,31,249167,Good
SME0852,E-commerce,Ras Al Khaimah,1.1,38885,0.155,0.097,71,35,37,57,39474,Good
SME0853,Trading,Abu Dhabi,1.9,102347,-0.004,0.351,204,71,34,38,104727,Good
SME0854,Trading,Sharjah,5.4,86250,-0.212,0.112,236,18,24,96,48191,Excellent
SME0855,E-commerce,Ajman,7.0,437585,0.112,0.295,1108,83,62,27,620866,Poor
SME0856,F&B,Umm Al Quwain,0.7,56361,0.035,0.086,134,51,24,25,54028,Poor
SME0857,Manufacturing,Dubai,15.8,353273,-0.336,0.052,562,81,77,54,352315,Good
SME0858,Trading,Dubai,7.4,87870,0.192,0.094,250,61,15,55,78740,Good
SME0859,Logistics,Dubai,5.1,96533,0.292,0.141,265,67,28,21,147131,Excellent
SME0860,Construction,Dubai,7.1,141674,0.636,0.322,450,41,44,37,161154,Excellent
SME0861,Manufacturing,Abu Dhabi,3.4,552328,-0.006,0.192,2029,20,38,43,561004,Excellent
SME0862,Manufacturing,Umm Al Quwain,5.9,37207,-0.039,0.348,76,27,27,41,24159,Fair
SME0863,Professional Services,Umm Al Quwain,6.5,32091,-0.164,0.162,68,24,8,34,24995,Excellent
SME0864,Construction,Abu Dhabi,11.4,33349,0.126,0.15,55,9,31,5,28006,Excellent
SME0865,Retail,Abu Dhabi,4.6,43288,0.125,0.404,75,71,22,41,43839,Excellent
SME0866,Trading,Ras Al Khaimah,1.5,76620,-0.098,0.067,104,38,18,43,59637,Excellent
SME0867,Trading,Fujairah,2.6,38722,0.042,0.214,88,23,46,35,38095,Good
SME0868,Professional Services,Dubai,4.3,52607,-0.35,0.126,126,115,6,19,56429,Good
SME0869,Retail,Abu Dhabi,1.7,19683,0.284,0.272,67,143,27,66,26425,Good
SME0870,E-commerce,Ajman,2.3,52811,-0.09,0.431,99,17,3,12,35619,Good
SME0871,Manufacturing,Dubai,2.6,514518,0.072,0.311,1108,35,39,55,407699,Good
SME0872,Retail,Abu Dhabi,4.1,153745,-0.234,0.143,291,34,46,12,188265,Fair
SME0873,Hospitality,Umm Al Quwain,7.3,134341,-0.048,0.069,429,22,31,51,95297,Good
SME0874,Logistics,Umm Al Quwain,3.9,60476,0.018,0.219,123,70,20,13,81452,Excellent
SME0875,Manufacturing,Ras Al Khaimah,7.6,50260,0.078,0.4,106,9,61,49,38550,Fair
SME0876,Trading,Ajman,5.1,57999,0.186,0.208,124,99,64,76,68646,Fair
SME0877,F&B,Dubai,2.4,89389,0.397,0.176,243,42,35,76,122927,Good
SME0878,Logistics,Dubai,6.6,296652,0.241,0.217,500,110,69,65,290569,Excellent
SME0879,Healthcare,Abu Dhabi,5.9,281907,0.292,0.438,405,40,15,27,420517,Excellent
SME0880,Construction,Abu Dhabi,7.8,298350,0.398,0.072,942,33,26,17,393403,Excellent
SME0881,F&B,Abu Dhabi,8.9,49541,0.205,0.378,92,73,4,24,59061,Fair
SME0882,Healthcare,Abu Dhabi,11.6,133678,0.072,0.503,1277,109,12,52,207551,Good
